timestamp,event_type
21-08-2026 12:03,qr_page_visit
21-08-2026 12:03,qr_page_visit
21-08-2026 12:03,demo_interaction
21-08-2026 12:04,demo_interaction
21-08-2026 12:04,qr_page_visit
21-08-2026 12:04,qr_page_visit
21-08-2026 12:05,qr_page_visit
